"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","doJOZc","W4Efsd 6","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/Optimum+Fitness+%26+Cafe/data=!4m7!3m6!1s0x2e7a583914339e77:0xf8614056d74d248d!8m2!3d-7.7792378!4d110.3623579!16s%2Fg%2F11bw471scr!19sChIJd54zFDlYei4RjSRN11ZAYfg?authuser=0&hl=id&rclk=1","Optimum Fitness & Cafe","4,7","(912)","Tempat Fitness","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEFX5h3WRpQj74R6ziyNP8s-FBybbwJmmtn-YDyCM-tOWYx3QUdozLvWh6x1i74q_nQEKAOs5UdO31aBYXr0AfzInpyXIN52Lk6tejZpyim3C5RDtVKXRW2DmnjYG8EZ6zHa5ut=w122-h92-k-no","","Jl. R.W. Monginsidi No.39","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""... BUAT PEMULA DAN YG BARU PERTAMA KALI","GYM","/FITNESS"""
"https://www.google.com/maps/place/Aashraya+by+Sampai+Villa/data=!4m10!3m9!1s0x2e7a591e1339b4c9:0xe15b741d9846ac08!5m2!4m1!1i2!8m2!3d-7.715568!4d110.4238902!16s%2Fg%2F11y8g2807_!19sChIJybQ5Ex5Zei4RCKxGmB10W-E?authuser=0&hl=id&rclk=1","Aashraya by Sampai Villa","4,5","(26)","Vila","","","Buka","· Tutup pukul 17.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEGDfTYAHK6uoeTnMXVGkADQf2wcX-tv6WqNoF1enZeLdSFVX5F2E8Ss65HKVxqXpdUnBNDCLb21xE9rVKNp9fX_28FYuXz1rJVPyO3ORbe5Tijccq2hG-y4oTVOHaNBXZlsKcbvQ=w163-h92-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fasilitas lengkap dengan kolam renang dan","gym","."""
"https://www.google.com/maps/place/Hexa+gym+sleman/data=!4m7!3m6!1s0x2e7af7005299e055:0x1bd3ae0ac689ac0d!8m2!3d-7.7172876!4d110.3291065!16s%2Fg%2F11ycddplrw!19sChIJVeCZUgD3ei4RDayJxgqu0xs?authuser=0&hl=id&rclk=1","Hexa gym sleman","5,0","(120)","Tempat Fitness","","","Buka","· Tutup pukul 21.00","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Definisi","gym","dengan harga murah tempat mewah , service excellent"""
"https://www.google.com/maps/place/Club+House+Pesona+Merapi/data=!4m7!3m6!1s0x2e7a59075259a55b:0x9bdb43cd3f14d06a!8m2!3d-7.7274316!4d110.3911527!16s%2Fg%2F1pzwcxj6z!19sChIJW6VZUgdZei4RatAUP81D25s?authuser=0&hl=id&rclk=1","Club House Pesona Merapi","4,4","(18)","Pusat kebugaran","·","Jl. Kaliurang No.23","Buka","· Tutup pukul 19.00","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat nyaman..","gym",", kolam renang, kantin atau resto jadi satu komplek."""
"https://www.google.com/maps/place/Brug+Londo+Gym+%7C+Jakal+KM+12/data=!4m7!3m6!1s0x2e7a5f1e16793ff1:0xb4c437cec14d104b!8m2!3d-7.7064062!4d110.4164267!16s%2Fg%2F11wc1wmcn1!19sChIJ8T95Fh5fei4RSxBNwc43xLQ?authuser=0&hl=id&rclk=1","Brug Londo Gym | Jakal KM 12","4,6","(16)","Tempat Fitness","·","Jl. Brug Londo No.1","Segera tutup","· 14.00 · Buka kembali pukul 15.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHqlXMUWMPBv9-ulr1lFrExXx7LqW0WISedg7DjJPRWlBcAcqz4dZgWG0811VQcn3IHlPq5ySkF7n7pTaWFXZ4Ka2oUxZ_O0XJb2t1B6ovRjp2v5QxhLV7mhfhNUhC1s3EW_WI=w163-h92-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ga banyak yg bikin konten video workout, jadi lebih nyaman.""","",""
"https://www.google.com/maps/place/Wzone+Gym+Studio+-+Jakal/data=!4m7!3m6!1s0x2e7a596d1f9bf841:0xf301a3778b2c5f51!8m2!3d-7.748048!4d110.3874737!16s%2Fg%2F11whz1yvm6!19sChIJQfibH21Zei4RUV8si3ejAfM?authuser=0&hl=id&rclk=1","Wzone Gym Studio - Jakal","4,8","(583)","Tempat Fitness","·","·","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEslHh66wEHdL8dF7ayWbW4T4Chaw8fDqfj_ifvAnuwHFgjEy7rhwc5deuTu2GlJLG8KMs8nDKJdEm15zb7Ofo3ML5L4Z4geals9sCcKdIND0jNLUZhH3QxA0ciAQMA70Xqxtg=w80-h106-k-no","","Jl. Kaliurang No.KM 6","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat","gym","khusus wanita tempatnya bersih , adem
Coachnya juga seru"""
"https://www.google.com/maps/place/Point+Workout+Space/data=!4m7!3m6!1s0x2e7a59a295eb0cc3:0x5bdc13a413436336!8m2!3d-7.7513116!4d110.398629!16s%2Fg%2F11sl0_k3f0!19sChIJwwzrlaJZei4RNmNDE6QT3Fs?authuser=0&hl=id&rclk=1","Point Workout Space","4,9","(941)","Tempat Fitness","·","·","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE6mCURITt2JDPD9ROR0YFOF0iHDxEjJ2AviBOOKHOFr6XBKCtPusWSHzxv2Zcoa3sNtznKjBoYoEljSOMBWrNzNqruxgq2HLccconIx0a3OaQtIrXU7jC86MJH56wcXOfPib0j=w163-h92-k-no","","Jalan Sukoharjo 3J - 1, RT.01/RW.08","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Temoat","gym","yang nyaman, friendly, muaythai nya juga okee"""
"https://www.google.com/maps/place/REALLY+SPORT+CENTER/data=!4m7!3m6!1s0x2e7a5eb8ffda0d87:0x4e93f0be40d6eaf0!8m2!3d-7.6988542!4d110.4051469!16s%2Fg%2F11cs2gqrqg!19sChIJhw3a_7heei4R8OrWQL7wk04?authuser=0&hl=id&rclk=1","REALLY SPORT CENTER","4,5","(195)","Tempat Fitness","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFH1hVgz0YmLWmYwNn64KjU5MKBm-PM1ykwFbCafEUTjYVU8k43luSzCiw1hJK88ippHyl-bG2Ia1Jz_vz-4LwVxEGmLK2XGqe3jT-llHXh2Vp1vSOb7kJqPLwYuqe0oUiMqfXn=w163-h92-k-no","","Jl. Kaliurang","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ada tempat","gym","... Renang... Kalau mau jajan, depan ada warmindo."""
"https://www.google.com/maps/place/PF+Gym+%26+Fitness+Condongcatur/data=!4m7!3m6!1s0x2e7a59a11eaf8d35:0xc9a736f59f1a751d!8m2!3d-7.7560625!4d110.3981875!16s%2Fg%2F11gydqpbrw!19sChIJNY2vHqFZei4RHXUan_U2p8k?authuser=0&hl=id&rclk=1","PF Gym & Fitness Condongcatur","4,9","(375)","Tempat Fitness","·","·","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGpoZXB8aerQqFo3ND9cdzrIGunf0OCUAwick_LX00Mi1I1ZRd5VK5eWbunqyZ02hR8zWT27NoCAp2XwKC0MkMk35RYTFhyGxZudf2yYZMNAz4RgrUzPwaCV8bZQ0Vl2P3rY_We=w163-h92-k-no","","69VX+H78","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Saya suka tempat","gym","yg bersih, dan sirkulasi udara yg baik."""
"https://www.google.com/maps/place/MISSFIT+STUDIO+GYM/data=!4m7!3m6!1s0x2e7a598be6a81dc3:0x5a0925f91d2c59b!8m2!3d-7.754079!4d110.4158762!16s%2Fg%2F11f7qggg_g!19sChIJwx2o5otZei4Rm8XSkV-SoAU?authuser=0&hl=id&rclk=1","MISSFIT STUDIO GYM","4,7","(299)","Tempat Fitness","·","·","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAER6a_BxDuLxPRrr1yDJzla3zry1VRgWUEyJWTtU05aOn5NB_uz5JdDsnyVbU8Zm5ZLoMkKhZpce4nalrKVU6gBtBFeMmUn6upbEiISN9z3FDewKCd9qSHJEKilAkEpsF_eQQ=w92-h92-k-no","","Jl. Tambakboyo 3","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat","gym","luas, nyaman, fasilitas lengkap, murah"""
"https://www.google.com/maps/place/Gravity+Calisthenics+Center/data=!4m7!3m6!1s0x2e7a594b9e4f5ddb:0xc62468b51f911e37!8m2!3d-7.7145638!4d110.4075927!16s%2Fg%2F11c2lfhwkp!19sChIJ211PnktZei4RNx6RH7VoJMY?authuser=0&hl=id&rclk=1","Gravity Calisthenics Center","4,7","(58)","Tempat Fitness","·","Jl. Kaliurang No.01","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFUb_ElxVJNU8C2mGc1FUlzgcp-OHTLo5U0_1hb-KAlghikYwSlNf8rgaXufZL74gRkL33QyFrA8HPDLw0_6QNxyVAgm9LBE6DMIzfUhrcQDOWi4TVClqGimbqN23YVc4zDsCx6OQ=w163-h92-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat latihan yang bagus.""","",""
"https://www.google.com/maps/place/M2+Fitnes/data=!4m7!3m6!1s0x2e7a5bc7aaaaaaab:0xb87b8c13f8c265b9!8m2!3d-7.7364798!4d110.4509503!16s%2Fg%2F11f39n_46g!19sChIJq6qqqsdbei4RuWXC-BOMe7g?authuser=0&hl=id&rclk=1","M2 Fitnes","4,4","(61)","Tempat Fitness","·","·","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHCPA7FE3byzvg6GThp5wogYZ8q44swKymE8G7ni_q9Cmgunv_5RssPQEzTgzq_hNfvESVjlOgErMy7k7weozJ5uYRgjFQSmWfOWEBGKEqVrQZXS6T04G9a_sb7UdR6l2fmpaudmA=w122-h92-k-no","","7F72+C94","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""M 2 fitness tempatnya nyaman, enak familiar sesama teman latihan.""","",""
"https://www.google.com/maps/place/Gress+Gym/data=!4m7!3m6!1s0x2e7a5bc3e90f0e37:0x804f56302806ecd4!8m2!3d-7.787963!4d110.4498385!16s%2Fg%2F11nwcb9z6h!19sChIJNw4P6cNbei4R1OwGKDBWT4A?authuser=0&hl=id&rclk=1","Gress Gym","4,6","(79)","Tempat Fitness","·","·","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEE2N7WUQfarhnQ5Eizo05x27X80CV_1dNuUfr9z3NltYmTpNMNB11J5eCyMxJUPPyln5xIf4Qk-N-yqn5VSlzUE8ho2YBnXJB2qzn_XRXgBGkYi2YH_Dv8tb8MSiBRQtV1h_qNNA=w163-h92-k-no","","6C6X+RW8","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Gym","Murah meriahdi daerah kalitirto - kalasan
tempat + owner juga enak"""
"https://www.google.com/maps/place/Hexa+gym+sleman/data=!4m7!3m6!1s0x2e7af7005299e055:0x1bd3ae0ac689ac0d!8m2!3d-7.7172876!4d110.3291065!16s%2Fg%2F11ycddplrw!19sChIJVeCZUgD3ei4RDayJxgqu0xs?authuser=0&hl=id&rclk=1","Hexa gym sleman","5,0","(120)","Tempat Fitness","","","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFdrKaVcYNTMudh_r6R4hTSdhZFlsTirm2RdIz37dpu1NAXETHzicyA_XUYi6nB8hxQOJZXJpILKP3R9Fe0epXR3seBClS-Iq9iiXc3JxpoYgwOfq0NtbdoRc2dadMRBMRgTaJpCSXN-eqR=w92-h92-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Definisi","gym","dengan harga murah tempat mewah , service excellent"""
"https://www.google.com/maps/place/Club+House+Pesona+Merapi/data=!4m7!3m6!1s0x2e7a59075259a55b:0x9bdb43cd3f14d06a!8m2!3d-7.7274316!4d110.3911527!16s%2Fg%2F1pzwcxj6z!19sChIJW6VZUgdZei4RatAUP81D25s?authuser=0&hl=id&rclk=1","Club House Pesona Merapi","4,4","(18)","Pusat kebugaran","·","Jl. Kaliurang No.23","Buka","· Tutup pukul 19.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFg6f4t2xQdFEWBuMxh8j1Kvy6w7BAJ98mE48K7ANnDFtHtoyMWys6LpRSKuGnY0TMAOIn2Psba7G8qYvu-8E3w4ZfFiJURUX-8TezlVNF97A2k6BxqkpjhtorlR6x1XQHDznRC8w=w163-h92-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat nyaman..","gym",", kolam renang, kantin atau resto jadi satu komplek."""
"https://www.google.com/maps/place/HULA+HOOP+-+Wellness+%26+Recreation+Land/data=!4m7!3m6!1s0x2e7a59e9a7007ad7:0x7fa6340706821d21!8m2!3d-7.7768636!4d110.3900421!16s%2Fg%2F11vc0tyg8c!19sChIJ13oAp-lZei4RIR2CBgc0pn8?authuser=0&hl=id&rclk=1","HULA HOOP - Wellness & Recreation Land","4,7","(236)","Tempat Fitness","·","·","Buka","· Tutup pukul 21.00","","","Complex, Hulahoop wellness and recreation land, Jl. Affandi Jl. Colombo","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat","gym","dan spa nya asik bgt, enak untuk healing"""
"https://www.google.com/maps/place/Mars+gym/data=!4m7!3m6!1s0x2e7a5b596aea3ccf:0x83836b140bb55c11!8m2!3d-7.7531318!4d110.483065!16s%2Fg%2F11h8k8n5s_!19sChIJzzzqallbei4REVy1CxRrg4M?authuser=0&hl=id&rclk=1","Mars gym","4,8","(33)","Tempat Fitness","·","6FWM+P6W, Jl. Bogem, RT.02/RW.01","Buka","· Tutup pukul 19.00","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat fitness standar, nyaman, murah dan oke.""","",""
"https://www.google.com/maps/place/UPLIFT+Private+Gym/data=!4m7!3m6!1s0x2e7a5900236d1c9d:0xf192aff35d22e0ce!8m2!3d-7.7382252!4d110.3803122!16s%2Fg%2F11zkmgjcq3!19sChIJnRxtIwBZei4RzuAiXfOvkvE?authuser=0&hl=id&rclk=1","UPLIFT Private Gym","5,0","(5)","Tempat Fitness","·","Jl. Lempongsari No.158c","Buka","· Tutup pukul 17.00","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""vibes nya nyaman abiss👍🏻👍🏻""","",""
"https://www.google.com/maps/place/Lembah+Fitnes+UGM+%E2%80%94+Universitas+Gajah+Mada/data=!4m7!3m6!1s0x2e7a59b5b30e613d:0x8e014725e59723c4!8m2!3d-7.7721989!4d110.3825187!16s%2Fg%2F11cm03bxq9!19sChIJPWEOs7VZei4RxCOX5SVHAY4?authuser=0&hl=id&rclk=1","Lembah Fitnes UGM — Universitas Gajah Mada","4,4","(207)","Tempat Fitness","·","·","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGYs0vmH9ACBr7wElahzrlstgZRdldipK3zY5Iy4j0mpIQix2w7VB4DSDlgfpz3_I3YGfdSbzuNilmL2htQHjdGVPu4Kha9zaD-IxThves5u5RO7gE6cY3bh529ffcexgO_5uUUkw=w80-h106-k-no","","69HM+42C, Jl. Lembah UGM","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Apakah ada pelatihan nya""","",""
"https://www.google.com/maps/place/BlackBox+Gym+PRO/data=!4m7!3m6!1s0x2e7a577d6e87d529:0xf3b1081098bdee0e!8m2!3d-7.7970442!4d110.3740535!16s%2Fg%2F11yx_h37mh!19sChIJKdWHbn1Xei4RDu69mBAIsfM?authuser=0&hl=id&rclk=1","BlackBox Gym PRO","5,0","(61)","Tempat Fitness","·","Jl. Bausasran No.22","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGonQ1gpaI9zIROJ4OM3dADXUOsK9hVCZF86RGlmqumITb1vTbG5Zr1wLZlu07IZ8NB2tVgXFM3cpIiddItMTu7sOXj8DVjo91f8C1tIbV3vp5iT9hqgAYOhW0q9qb8qNQXHIQ97he0v6V6=w80-h106-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Gym","ini tempatnya homey, luas, bersih, dan estetik banget."""
"https://www.google.com/maps/place/Sholeh+fitness/data=!4m7!3m6!1s0x2e7a5d66853a7e55:0x7e5eab7814a2357d!8m2!3d-7.6693277!4d110.4641026!16s%2Fg%2F11ptvv_gd9!19sChIJVX46hWZdei4RfTWiFHirXn4?authuser=0&hl=id&rclk=1","Sholeh fitness","5,0","(8)","Pusat Kebugaran","·","Karanglo argomulyo cangkringan Rt 02, RW.23","Buka","· Tutup pukul 23.00","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""instrukturnya baik, ramah""","",""
"https://www.google.com/maps/place/FIT+HUB+Jogja+City+Mall+%28JCM%29/data=!4m7!3m6!1s0x2e7a59049eefe3e7:0x1741e8530a80e49f!8m2!3d-7.7532431!4d110.360909!16s%2Fg%2F11khdzz_vj!19sChIJ5-PvngRZei4Rn-SAClPoQRc?authuser=0&hl=id&rclk=1","FIT HUB Jogja City Mall (JCM)","4,6","(239)","Pusat kebugaran","·","Jl. Magelang Lantai 1 No.6 No.18","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF5pv4LxbAyjK_8Zn01VwFPJHdq-Kde4dnfqArmMYKadK16kywkvhCEoDYA4dX_uoTvzi73a07B5Rh3Bh7t6PZOlT-PCL9GkQcwrLOdXf0w2JyFsY8XXqKqv_3nGTzFEPF-G7bnGkk5E0Kl=w122-h92-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""""Area","gym","bersih, alat-alat lumayan lengkap, toilet bersih, staff ramah."""""
"https://www.google.com/maps/place/Rodeo+Fitness/data=!4m7!3m6!1s0x2e7a59af57243c5b:0x5371dc3e32ffb05!8m2!3d-7.7552656!4d110.3988873!16s%2Fg%2F11t7h4nx_c!19sChIJWzwkV69Zei4RBfsv48MdNwU?authuser=0&hl=id&rclk=1","Rodeo Fitness","4,0","(47)","Tempat Fitness","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEM-GU7Vpvemtc7rCV0s_crBf_SkbKm60oI7orkcvHmEZzWEGUln95f1rhsIAj8XIO5s5In_fIRvj3pemoTOVBA3MqzYKsYVwm-lUBdWffp6RqyAPvzi4qJ67ctXgbzJRw1wbAF4SRzkkU=w80-h106-k-no","","Jl. Anggajaya 2 No.15","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Alat","gym","lengkap, bersih, dan di rawat dengan baik."""
"https://www.google.com/maps/place/Gress+Gym/data=!4m7!3m6!1s0x2e7a5bc3e90f0e37:0x804f56302806ecd4!8m2!3d-7.787963!4d110.4498385!16s%2Fg%2F11nwcb9z6h!19sChIJNw4P6cNbei4R1OwGKDBWT4A?authuser=0&hl=id&rclk=1","Gress Gym","4,6","(79)","Tempat Fitness","·","·","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEE2N7WUQfarhnQ5Eizo05x27X80CV_1dNuUfr9z3NltYmTpNMNB11J5eCyMxJUPPyln5xIf4Qk-N-yqn5VSlzUE8ho2YBnXJB2qzn_XRXgBGkYi2YH_Dv8tb8MSiBRQtV1h_qNNA=w163-h92-k-no","","6C6X+RW8","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Gym","Murah meriahdi daerah kalitirto - kalasan
tempat + owner juga enak"""
"https://www.google.com/maps/place/Richo+Fitness/data=!4m7!3m6!1s0x2e7a59aa652f52bf:0x6515dac3a048c061!8m2!3d-7.75451!4d110.3820271!16s%2Fg%2F1pzvc12wz!19sChIJv1IvZapZei4RYcBIoMPaFWU?authuser=0&hl=id&rclk=1","Richo Fitness","4,5","(15)","Tempat Fitness","·","JL. Pandega Marta, Kentungan, Jl. Pandega Marta No.11","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-proxy/ALd4DhEi1H1F-q4u1GkLC5eHf0Ym6_EQofKTT8b1oKiePT4TX3VEVMu-qnrpleNXqeZZaO06V4JCaHQDZg571ghB0Vkxgvlpp6O03drJnXsa-Qx5BZ1bpfKXx2CPLsv7BshSWNELgN83XR8-XPINiwMWQPjmibSsBh1e6MJbjeTA4HxuC-Sdjl9WRelil4JvDcmfC5TBRg=w122-h92-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Private training 700k per 10 pertemuan🫶🏼🫶🏼""","",""
"https://www.google.com/maps/place/Optimum+Fitness+%26+Cafe/data=!4m7!3m6!1s0x2e7a583914339e77:0xf8614056d74d248d!8m2!3d-7.7792378!4d110.3623579!16s%2Fg%2F11bw471scr!19sChIJd54zFDlYei4RjSRN11ZAYfg?authuser=0&hl=id&rclk=1","Optimum Fitness & Cafe","4,7","(912)","Tempat Fitness","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEFX5h3WRpQj74R6ziyNP8s-FBybbwJmmtn-YDyCM-tOWYx3QUdozLvWh6x1i74q_nQEKAOs5UdO31aBYXr0AfzInpyXIN52Lk6tejZpyim3C5RDtVKXRW2DmnjYG8EZ6zHa5ut=w122-h92-k-no","","Jl. R.W. Monginsidi No.39","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""... BUAT PEMULA DAN YG BARU PERTAMA KALI","GYM","/FITNESS"""
"https://www.google.com/maps/place/Aashraya+by+Sampai+Villa/data=!4m10!3m9!1s0x2e7a591e1339b4c9:0xe15b741d9846ac08!5m2!4m1!1i2!8m2!3d-7.715568!4d110.4238902!16s%2Fg%2F11y8g2807_!19sChIJybQ5Ex5Zei4RCKxGmB10W-E?authuser=0&hl=id&rclk=1","Aashraya by Sampai Villa","4,5","(26)","Vila","","","Buka","· Tutup pukul 17.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEGDfTYAHK6uoeTnMXVGkADQf2wcX-tv6WqNoF1enZeLdSFVX5F2E8Ss65HKVxqXpdUnBNDCLb21xE9rVKNp9fX_28FYuXz1rJVPyO3ORbe5Tijccq2hG-y4oTVOHaNBXZlsKcbvQ=w163-h92-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fasilitas lengkap dengan kolam renang dan","gym","."""
"https://www.google.com/maps/place/Hexa+gym+sleman/data=!4m7!3m6!1s0x2e7af7005299e055:0x1bd3ae0ac689ac0d!8m2!3d-7.7172876!4d110.3291065!16s%2Fg%2F11ycddplrw!19sChIJVeCZUgD3ei4RDayJxgqu0xs?authuser=0&hl=id&rclk=1","Hexa gym sleman","5,0","(120)","Tempat Fitness","","","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFdrKaVcYNTMudh_r6R4hTSdhZFlsTirm2RdIz37dpu1NAXETHzicyA_XUYi6nB8hxQOJZXJpILKP3R9Fe0epXR3seBClS-Iq9iiXc3JxpoYgwOfq0NtbdoRc2dadMRBMRgTaJpCSXN-eqR=w92-h92-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Definisi","gym","dengan harga murah tempat mewah , service excellent"""
"https://www.google.com/maps/place/Club+House+Pesona+Merapi/data=!4m7!3m6!1s0x2e7a59075259a55b:0x9bdb43cd3f14d06a!8m2!3d-7.7274316!4d110.3911527!16s%2Fg%2F1pzwcxj6z!19sChIJW6VZUgdZei4RatAUP81D25s?authuser=0&hl=id&rclk=1","Club House Pesona Merapi","4,4","(18)","Pusat kebugaran","·","Jl. Kaliurang No.23","Buka","· Tutup pukul 19.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFg6f4t2xQdFEWBuMxh8j1Kvy6w7BAJ98mE48K7ANnDFtHtoyMWys6LpRSKuGnY0TMAOIn2Psba7G8qYvu-8E3w4ZfFiJURUX-8TezlVNF97A2k6BxqkpjhtorlR6x1XQHDznRC8w=w163-h92-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat nyaman..","gym",", kolam renang, kantin atau resto jadi satu komplek."""
"https://www.google.com/maps/place/HULA+HOOP+-+Wellness+%26+Recreation+Land/data=!4m7!3m6!1s0x2e7a59e9a7007ad7:0x7fa6340706821d21!8m2!3d-7.7768636!4d110.3900421!16s%2Fg%2F11vc0tyg8c!19sChIJ13oAp-lZei4RIR2CBgc0pn8?authuser=0&hl=id&rclk=1","HULA HOOP - Wellness & Recreation Land","4,7","(236)","Tempat Fitness","·","·","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEhgOMcMI6hJrBcpGYb7WDH2DVq2GR_7qu1_8wuG5zi5eBwUidOWNKjaHwo_Wq1OwjhAnMIOodLCCUN8UV8CQBxKMh3Ktoz32jHCqeERWYKOudY-3PP4snJ0Z9DUb6z3O9nFbY=w138-h92-k-no","","Complex, Hulahoop wellness and recreation land, Jl. Affandi Jl. Colombo","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat","gym","dan spa nya asik bgt, enak untuk healing"""
"https://www.google.com/maps/place/Mars+gym/data=!4m7!3m6!1s0x2e7a5b596aea3ccf:0x83836b140bb55c11!8m2!3d-7.7531318!4d110.483065!16s%2Fg%2F11h8k8n5s_!19sChIJzzzqallbei4REVy1CxRrg4M?authuser=0&hl=id&rclk=1","Mars gym","4,8","(33)","Tempat Fitness","·","6FWM+P6W, Jl. Bogem, RT.02/RW.01","Buka","· Tutup pukul 19.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFakMka0ba-jfAnkOfLmpX7UdlP03asqsudgoIK9wWiqZmU2e-FgVKWm2Ap2QLv-YEIYPWmCE76I01O4Gw_EKkKGTxxpLlxNqb9x_aXGxHDYnsWkchd3h9lY5Yf_nZdJxsLzUE=w80-h141-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat fitness standar, nyaman, murah dan oke.""","",""
"https://www.google.com/maps/place/UPLIFT+Private+Gym/data=!4m7!3m6!1s0x2e7a5900236d1c9d:0xf192aff35d22e0ce!8m2!3d-7.7382252!4d110.3803122!16s%2Fg%2F11zkmgjcq3!19sChIJnRxtIwBZei4RzuAiXfOvkvE?authuser=0&hl=id&rclk=1","UPLIFT Private Gym","5,0","(5)","Tempat Fitness","·","Jl. Lempongsari No.158c","Buka","· Tutup pukul 17.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHy_Bl2lxRm2v7HcXa73SQgy8RHD9OWkNmjPhWB2TFQHhJuK5XS_Wa2qnXnLczYfXbzfwdHI63SxF4mWD1UFAUg8x45nQK0pgRJlK_GY_pZAXJOvbBmfgAEXF6KlyK-XCgEaaCkDxPAThBN=w80-h106-k-no","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""vibes nya nyaman abiss👍🏻👍🏻""","",""
